joint,x,y,z,jointname,time
0,65.0633,226.26648,1412.5856,HEAD,12041
1,2.1475687,-6.515335,1361.7289,NECK,12041
2,-140.3195,-19.850037,1345.6367,LEFT_SHOULDER,12041
3,144.61465,6.8193665,1377.821,RIGHT_SHOULDER,12041
4,-200.22214,-198.96658,1421.8484,LEFT_ELBOW,12041
5,200.73816,-162.70285,1437.4432,RIGHT_ELBOW,12041
6,-222.66096,-464.03845,1296.1914,LEFT_HAND,12041
7,226.84235,-391.43634,1361.983,RIGHT_HAND,12041
8,15.274529,-142.35434,1358.0757,TORSO,12041
9,-71.79007,-287.5711,1343.1056,LEFT_HIP,12041
10,128.59305,-268.81555,1365.7394,RIGHT_HIP,12041
11,-104.67057,-551.2645,1444.4957,LEFT_KNEE,12041
12,127.59684,-569.05945,1354.382,RIGHT_KNEE,12041
13,-12.479179,-862.4615,1482.9738,LEFT_FOOT,12041
14,101.73685,-856.5023,1367.5511,RIGHT_FOOT,12041
0,57.84143,225.04605,1419.0857,HEAD,12041
1,-7.3967075,-6.6544952,1369.5629,NECK,12041
2,-153.22926,-23.099442,1351.7401,LEFT_SHOULDER,12041
3,138.43587,9.790443,1387.3856,RIGHT_SHOULDER,12041
4,-213.71718,-208.30145,1408.1285,LEFT_ELBOW,12041
5,194.52887,-159.73566,1447.4368,RIGHT_ELBOW,12041
6,-241.38828,-472.70615,1290.5281,LEFT_HAND,12041
7,221.24802,-387.8723,1379.9031,RIGHT_HAND,12041
8,8.87199,-143.17543,1362.4132,TORSO,12041
9,-73.67626,-290.83954,1343.1868,LEFT_HIP,12041
10,123.95765,-268.55316,1367.3403,RIGHT_HIP,12041
11,-117.974014,-548.3998,1440.7617,LEFT_KNEE,12041
12,127.81303,-569.0676,1351.9388,RIGHT_KNEE,12041
13,-20.336578,-860.3402,1490.2366,LEFT_FOOT,12041
14,94.41144,-856.20935,1364.6946,RIGHT_FOOT,12041
0,51.349667,222.69133,1425.2726,HEAD,12041
1,-10.321004,-5.392868,1372.5458,NECK,12041
2,-151.2931,-17.95697,1353.1411,LEFT_SHOULDER,12041
3,130.65111,7.171234,1391.9504,RIGHT_SHOULDER,12041
4,-219.69543,-206.88994,1401.4613,LEFT_ELBOW,12041
5,190.54868,-161.73921,1452.4127,RIGHT_ELBOW,12041
6,-253.06013,-472.4707,1294.0476,LEFT_HAND,12041
7,216.26271,-393.8968,1380.4261,RIGHT_HAND,12041
8,3.0808237,-143.92079,1364.8772,TORSO,12041
9,-80.15158,-291.06122,1343.9071,LEFT_HIP,12041
10,113.11688,-273.8362,1370.5101,RIGHT_HIP,12041
11,-117.83824,-549.35767,1446.8556,LEFT_KNEE,12041
12,123.39547,-575.0376,1356.6294,RIGHT_KNEE,12041
13,-28.180351,-851.91833,1495.3744,LEFT_FOOT,12041
14,87.80549,-862.8045,1365.4163,RIGHT_FOOT,12041
0,42.189255,220.76144,1434.75,HEAD,12041
1,-14.363846,-4.1663513,1376.1095,NECK,12041
2,-152.32138,-8.510956,1358.6595,LEFT_SHOULDER,12041
3,123.59369,0.17825317,1393.5594,RIGHT_SHOULDER,12041
4,-222.35977,-197.28957,1401.8179,LEFT_ELBOW,12041
5,187.79364,-168.87845,1453.2965,RIGHT_ELBOW,12041
6,-262.7332,-461.12286,1302.1696,LEFT_HAND,12041
7,216.69633,-404.55487,1375.9163,RIGHT_HAND,12041
8,-8.604294,-142.26085,1364.9572,TORSO,12041
9,-87.26512,-283.01395,1343.1266,LEFT_HIP,12041
10,81.57564,-277.69675,1364.483,RIGHT_HIP,12041
11,-120.64479,-564.02466,1449.3986,LEFT_KNEE,12041
12,106.259705,-578.9417,1368.6228,RIGHT_KNEE,12041
13,-42.70337,-839.1819,1501.3114,LEFT_FOOT,12041
14,83.907104,-868.7284,1370.9325,RIGHT_FOOT,12041
0,35.647552,219.78763,1440.3954,HEAD,12041
1,-16.038425,-3.7203827,1377.9673,NECK,12041
2,-154.27551,-0.94828796,1363.5044,LEFT_SHOULDER,12041
3,122.19867,-6.4924774,1392.4302,RIGHT_SHOULDER,12041
4,-221.36758,-187.32956,1408.9076,LEFT_ELBOW,12041
5,181.53874,-174.80336,1459.2384,RIGHT_ELBOW,12041
6,-269.0813,-452.57394,1308.4965,LEFT_HAND,12041
7,217.81474,-433.87714,1366.1294,RIGHT_HAND,12041
8,-17.84383,-142.64368,1368.5961,TORSO,12041
9,-102.22766,-279.911,1350.5852,LEFT_HIP,12041
10,62.929184,-283.22293,1367.8645,RIGHT_HIP,12041
11,-120.51509,-568.4835,1441.3477,LEFT_KNEE,12041
12,80.44647,-585.6204,1377.6234,RIGHT_KNEE,12041
13,-48.40172,-844.8583,1499.0865,LEFT_FOOT,12041
14,80.06094,-877.01086,1374.6908,RIGHT_FOOT,12041
0,26.093777,219.60254,1451.5098,HEAD,12041
1,-20.811394,-3.0938263,1380.8009,NECK,12041
2,-159.12737,1.0434723,1365.992,LEFT_SHOULDER,12041
3,117.50459,-7.231125,1395.6099,RIGHT_SHOULDER,12041
4,-221.59016,-186.49966,1411.7454,LEFT_ELBOW,12041
5,174.22386,-179.92612,1469.0822,RIGHT_ELBOW,12041
6,-273.16287,-450.92526,1309.7472,LEFT_HAND,12041
7,220.75745,-450.34503,1361.7083,RIGHT_HAND,12041
8,-24.044086,-143.07129,1371.8877,TORSO,12041
9,-109.422714,-280.5916,1354.1794,LEFT_HIP,12041
10,54.86915,-285.5059,1371.7695,RIGHT_HIP,12041
11,-120.93313,-573.0419,1437.1854,LEFT_KNEE,12041
12,46.961044,-588.2562,1342.9716,RIGHT_KNEE,12041
13,-57.24609,-851.349,1500.876,LEFT_FOOT,12041
14,76.54744,-877.48724,1375.1808,RIGHT_FOOT,12041
0,20.358112,219.2866,1457.3817,HEAD,12041
1,-21.90028,-3.4266205,1380.2943,NECK,12041
2,-158.82002,1.438034,1364.0396,LEFT_SHOULDER,12041
3,115.01948,-8.291275,1396.5491,RIGHT_SHOULDER,12041
4,-220.25897,-185.6747,1413.3168,LEFT_ELBOW,12041
5,172.64742,-178.4395,1473.8489,RIGHT_ELBOW,12041
6,-276.99872,-445.72498,1308.9568,LEFT_HAND,12041
7,227.42857,-445.66803,1361.5813,RIGHT_HAND,12041
8,-26.038994,-144.15724,1373.039,TORSO,12041
9,-112.75718,-281.95386,1355.98,LEFT_HIP,12041
10,52.40176,-287.82184,1375.5872,RIGHT_HIP,12041
11,-119.24797,-579.6159,1421.7827,LEFT_KNEE,12041
12,44.071297,-590.37964,1338.6522,RIGHT_KNEE,12041
13,-63.123177,-855.69476,1502.9673,LEFT_FOOT,12041
14,71.29964,-880.756,1368.6633,RIGHT_FOOT,12041
0,14.578135,220.31305,1468.6078,HEAD,12041
1,-22.898813,-3.9088593,1380.2451,NECK,12041
2,-158.0344,0.25201416,1361.919,LEFT_SHOULDER,12041
3,112.23678,-8.069733,1398.5713,RIGHT_SHOULDER,12041
4,-219.84119,-187.18196,1412.8877,LEFT_ELBOW,12041
5,170.60211,-169.03896,1487.6592,RIGHT_ELBOW,12041
6,-282.8506,-444.25092,1292.5338,LEFT_HAND,12041
7,222.74559,-418.63348,1373.3998,RIGHT_HAND,12041
8,-26.189919,-145.11952,1372.4523,TORSO,12041
9,-109.65885,-283.86148,1353.7863,LEFT_HIP,12041
10,50.696804,-288.7989,1375.5326,RIGHT_HIP,12041
11,-119.47676,-583.1931,1413.5356,LEFT_KNEE,12041
12,41.64035,-591.172,1333.6481,RIGHT_KNEE,12041
13,-68.66845,-857.24835,1505.9573,LEFT_FOOT,12041
